,,0
E,40,-0.09105515444400164
E,41,0.06267674933303033
E,42,-0.020693323043005456
E,43,-0.026244795827974645
E,44,0.06556965177861766
E,45,-0.08476437067311107
E,46,0.0822535756586953
E,47,-0.05953893648467744
E,48,0.02111913227973154
E,49,0.02009016347009506
E,50,-0.053281515616467295
E,51,0.07211558210940386
E,52,-0.07025867970835821
E,53,0.04905829495697317
E,54,-0.01659619766421396
E,55,-0.019953893988002173
E,56,0.050802876701483625
E,57,-0.06645138180301323
E,58,0.06489534776337348
E,59,-0.04708874360308273
E,60,0.016810517155491603
E,61,0.016152032832759716
E,62,-0.04308663388747655
E,63,0.05841601070329613
E,64,-0.05719346811128616
E,65,0.040292846068580884
E,66,-0.01383738894422971
E,67,-0.016084899038147346
E,68,0.041458863833504576
E,69,-0.05464419033425563
E,70,0.053586257870274615
E,71,-0.038943884146129676
E,72,0.013961919803083674
E,73,0.013504660038945272
E,74,-0.03616563624463201
E,75,0.04909009870636256
E,76,-0.048224751603345814
E,77,0.034181673755986235
E,78,-0.011859188190894331
E,79,-0.013468268234011685
E,80,0.03501575661137694
E,81,-0.046399287161938384
E,82,0.04563360316355606
E,83,-0.03320069459084767
E,84,0.011938788148287917
E,85,0.011602851508459992
E,86,-0.03115997343240306
E,87,0.04233179844033961
E,88,-0.04168723838200322
E,89,0.029678711432873123
E,90,-0.010373289251290952
E,91,-0.011581847572250224
E,92,0.030304843155032832
E,93,-0.04031599814946866
E,94,0.039736289759315445
E,95,-0.02893352537057983
E,96,0.010427741215479493
E,97,0.010170544351458982
E,98,-0.027371317098317402
E,99,0.037209088347081434
E,100,-0.036710456543769684
F,1,0.0
F,2,0.0
F,3,0.0
F,4,0.0
F,5,0.0
F,6,0.0
F,7,0.0
F,8,0.0
F,9,0.0
F,10,0.0
F,11,0.0
F,12,0.0
F,13,0.0
F,14,0.0
F,15,0.0
F,16,0.0
F,17,0.0
F,18,0.0
F,19,0.0
F,20,0.0
F,21,0.0
F,22,0.0
F,23,0.0
F,24,0.0
F,25,0.0
F,26,0.0
F,27,0.0
F,28,0.0
F,29,0.0
F,30,0.0
F,31,0.0
F,32,0.0
F,33,0.0
F,34,0.0
F,35,0.0
F,36,0.0
F,37,0.0
F,38,0.0
F,39,0.0
F,40,0.0
F,41,0.0
F,42,0.0
F,43,0.0
F,44,0.0
F,45,0.0
F,46,0.0
F,47,0.0
F,48,0.0
F,49,0.0
F,50,0.0
F,51,0.0
F,52,0.0
F,53,0.0
F,54,0.0
F,55,0.0
F,56,0.0
F,57,0.0
F,58,0.0
F,59,0.0
F,60,0.0
F,61,0.0
F,62,0.0
F,63,0.0
F,64,0.0
F,65,0.0
F,66,0.0
F,67,0.0
F,68,0.0
F,69,0.0
F,70,0.0
F,71,0.0
F,72,0.0
F,73,0.0
F,74,0.0
F,75,0.0
F,76,0.0
F,77,0.0
F,78,0.0
F,79,0.0
F,80,0.0
F,81,0.0
F,82,0.0
F,83,0.0
F,84,0.0
F,85,0.0
F,86,0.0
F,87,0.0
F,88,0.0
F,89,0.0
F,90,0.0
F,91,0.0
F,92,0.0
F,93,0.0
F,94,0.0
F,95,0.0
F,96,0.0
F,97,0.0
F,98,0.0
F,99,0.0
F,100,0.0
G,1,0.0
G,2,0.0
G,3,0.0
G,4,0.0
G,5,0.0
G,6,0.0
G,7,0.0
G,8,0.0
G,9,0.0
G,10,0.0
G,11,0.0
G,12,0.0
G,13,0.0
G,14,0.0
G,15,0.0
G,16,0.0
G,17,0.0
G,18,0.0
G,19,0.0
G,20,0.0
G,21,0.0
G,22,0.0
G,23,0.0
G,24,0.0
G,25,0.0
G,26,0.0
G,27,0.0
G,28,0.0
G,29,0.0
G,30,0.0
G,31,0.0
G,32,0.0
G,33,0.0
G,34,0.0
G,35,0.0
G,36,0.0
G,37,0.0
G,38,0.0
G,39,0.0
G,40,0.0
G,41,0.0
G,42,0.0
G,43,0.0
G,44,0.0
G,45,0.0
G,46,0.0
G,47,0.0
G,48,0.0
G,49,0.0
G,50,0.0
G,51,0.0
G,52,0.0
G,53,0.0
G,54,0.0
G,55,0.0
G,56,0.0
G,57,0.0
G,58,0.0
G,59,0.0
G,60,0.0
G,61,0.0
G,62,0.0
G,63,0.0
G,64,0.0
G,65,0.0
G,66,0.0
G,67,0.0
G,68,0.0
G,69,0.0
G,70,0.0
G,71,0.0
G,72,0.0
G,73,0.0
G,74,0.0
G,75,0.0
G,76,0.0
G,77,0.0
G,78,0.0
G,79,0.0
G,80,0.0
G,81,0.0
G,82,0.0
G,83,0.0
G,84,0.0
G,85,0.0
G,86,0.0
G,87,0.0
G,88,0.0
G,89,0.0
G,90,0.0
G,91,0.0
G,92,0.0
G,93,0.0
G,94,0.0
G,95,0.0
G,96,0.0
G,97,0.0
G,98,0.0
G,99,0.0
G,100,0.0
H,1,-3.2703151703311804
H,2,-4.440892098500626e-16
H,3,0.4881992948975703
H,4,0.24908127290692306
H,5,1.1102230246251565e-16
H,6,-0.027027398101911515
H,7,0.019350977339237546
H,8,-6.661338147750939e-16
H,9,-0.04223177291501484
H,10,-0.033808815436120465
H,11,-5.551115123125783e-17
H,12,0.006182070265275799
H,13,-0.005232504272528832
H,14,-4.996003610813204e-16
H,15,0.014512464176503245
H,16,0.012700293831882231
H,17,8.604228440844963e-16
H,18,-0.0026696450370062436
H,19,0.0023888350404172587
H,20,-1.096345236817342e-15
H,21,-0.007260548704603208
H,22,-0.006600855799048122
H,23,1.2836953722228372e-15
H,24,0.0014804505071668722
H,25,-0.0013620637943896827
H,26,-3.8163916471489756e-16
H,27,0.004344956344763083
H,28,0.0040347049165080015
H,29,5.898059818321144e-16
H,30,-0.000939475774298322
H,31,0.0008788807230130785
H,32,9.020562075079397e-17
H,33,-0.002888753224244568
H,34,-0.002718864418008636
H,35,1.1796119636642288e-16
H,36,0.000648743338688279
H,37,-0.0006136827116390506
H,38,-1.0547118733938987e-15
H,39,0.0020585229165862792
H,40,0.001955613262688574
H,41,4.926614671774132e-16
H,42,-0.0004747155131846273
H,43,0.0004526387779006588
H,44,-6.002143226879753e-16
H,45,-0.0015408385775079365
H,46,-0.0014738536858400902
H,47,1.9012569296705806e-15
H,48,0.00036236179172643296
H,49,-0.0003475730864413891
H,50,2.5326962749261384e-16
H,51,0.0011964496002784923
H,52,0.0011504366455294818
H,53,-7.979727989493313e-17
H,54,-0.00028564199234296095
H,55,0.000275255885055066
H,56,-4.5102810375396984e-17
H,57,-0.000955829146559773
H,58,-0.0009228720130387037
H,59,1.6653345369377348e-16
H,60,0.00023093815198953552
H,61,-0.00022336692646211798
H,62,-1.1796119636642288e-15
H,63,0.0007811188718375925
H,64,0.000756710420511144
H,65,3.9898639947466563e-16
H,66,-0.00019056670184306942
H,67,0.0001848784651675532
H,68,-1.2732870313669764e-15
H,69,-0.0006502734494338788
H,70,-0.0006316951696312204
H,71,5.655198531684391e-16
H,72,0.00015992543255483396
H,73,-0.00015554412225006128
H,74,-6.487865800153259e-16
H,75,0.0005497492172624359
H,76,0.0005352827670904309
H,77,7.216449660063518e-16
H,78,-0.00013612133903661422
H,79,0.00013267536899445875
H,80,-1.0408340855860843e-16
H,81,-0.0004708530678766247
H,82,-0.0004593692789512452
H,83,8.465450562766819e-16
H,84,0.00011726182976445204
H,85,-0.00011450282449250102
H,86,-2.7755575615628914e-16
H,87,0.00040779786736916575
H,88,0.0003985300366503453
H,89,-2.636779683484747e-16
H,90,-0.00010206657627197073
H,91,9.982342328798167e-05
H,92,-4.180683577104105e-16
H,93,-0.00035661014966888
H,94,-0.00034902291665387004
H,95,-8.673617379884035e-17
H,96,8.964434007638529e-05
H,97,-8.779605278736759e-05
H,98,-5.447031714567174e-16
H,99,0.0003144884529997713
H,100,0.0003081988427677228
I,1,1.8403537225999869
I,2,0.8662070523975933
I,3,-1.1102230246251565e-16
I,4,-0.1590992545220069
I,5,-0.022720416328395054
I,6,-0.0152095348975205
I,7,-0.046129369654309686
I,8,5.551115123125783e-17
I,9,0.02697530613002886
I,10,0.005097932749584477
I,11,0.004173137692970522
I,12,0.014736981987860755
I,13,-2.7755575615628914e-17
I,14,-0.010693914227130785
I,15,-0.002188292179072543
I,16,-0.0019150402940686512
I,17,-0.00715873597022804
I,18,1.3877787807814457e-17
I,19,0.005694567912036767
I,20,0.0012099629997370243
I,21,0.0010947969795359752
I,22,0.004216259313995864
I,23,-2.7755575615628914e-17
I,24,-0.0035291369269254587
I,25,-0.0007664946783006998
I,26,-0.0007075562178392933
I,27,-0.0027753162946167094
I,28,6.938893903907228e-18
I,29,0.0023994655191069067
I,30,0.0005286853555300161
I,31,0.0004945857894651934
I,32,0.0019641883274321807
I,33,6.938893903907228e-18
I,34,-0.0017366592719042853
I,35,-0.00038654772581390995
I,36,-0.00036507711219995603
I,37,-0.0014629130177478585
I,38,-6.938893903907228e-18
I,39,0.0013148698720826992
I,40,0.00029488122457938665
I,41,0.0002804989670172203
I,42,0.0011316393484654304
I,43,1.3877787807814457e-17
I,44,-0.0010299727139091476
I,45,-0.0002323385585910817
I,46,-0.00022223810199250432
I,47,-0.0009013600961473404
I,48,-6.938893903907228e-18
I,49,0.0008285538815579075
I,50,0.00018777203577186735
I,51,0.0001804091483776013
I,52,0.0007348349016475016
I,53,0.0
I,54,-0.0006809209076406968
I,55,-0.0001548988908846062
I,56,-0.00014936723663663484
I,57,-0.0006105304621801498
I,58,6.938893903907228e-18
I,59,0.0005694983907939474
I,60,0.00012995930531742306
I,61,0.00012569863551668836
I,62,0.0005152927140973165
I,63,-3.469446951953614e-18
I,64,-0.00048334450192686045
I,65,-0.00011059153431885321
I,66,-0.00010724047098653947
I,67,-0.00044071815657065715
I,68,0.0
I,69,0.0004153584885491146
I,70,9.52514736607818e-05
I,71,9.256846851767725e-05
I,72,0.0003812344599529718
I,73,-6.938893903907228e-18
I,74,-0.00036076928463040035
I,75,-8.28950823206151e-05
I,76,-8.071372845927516e-05
I,77,-0.00033302847074109625
I,78,3.469446951953614e-18
I,79,0.00031627504043078413
I,80,7.279592273248467e-05
I,81,7.099856188419115e-05
I,82,0.00029341952920992117
I,83,6.938893903907228e-18
I,84,-0.00027953183949149495
I,85,-6.443589939427591e-05
I,86,-6.293744135289249e-05
I,87,-0.00026047858169595765
I,88,-3.469446951953614e-18
I,89,0.00024883856719264564
I,90,5.743746208295049e-05
I,91,5.617513881138632e-05
I,92,0.00023278878054221967
I,93,0.0
I,94,-0.00022293641429776013
I,95,-5.152021843173038e-05
I,96,-5.044690996956931e-05
I,97,-0.00020929054394959196
I,98,-3.469446951953614e-18
I,99,0.0002008777209301536
I,100,4.647240530794572e-05
J,1,0.0
J,2,0.0
J,3,0.0
J,4,0.0
J,5,0.0
J,6,0.0
J,7,0.0
J,8,0.0
J,9,0.0
J,10,0.0
J,11,0.0
J,12,0.0
J,13,0.0
J,14,0.0
J,15,0.0
J,16,0.0
J,17,0.0
J,18,0.0
J,19,0.0
J,20,0.0
J,21,0.0
J,22,0.0
J,23,0.0
J,24,0.0
J,25,0.0
J,26,0.0
J,27,0.0
J,28,0.0
J,29,0.0
J,30,0.0
J,31,0.0
J,32,0.0
J,33,0.0
J,34,0.0
J,35,0.0
J,36,0.0
J,37,0.0
J,38,0.0
J,39,0.0
J,40,0.0
J,41,0.0
J,42,0.0
J,43,0.0
J,44,0.0
J,45,0.0
J,46,0.0
J,47,0.0
J,48,0.0
J,49,0.0
J,50,0.0
J,51,0.0
J,52,0.0
J,53,0.0
J,54,0.0
J,55,0.0
J,56,0.0
J,57,0.0
J,58,0.0
J,59,0.0
J,60,0.0
J,61,0.0
J,62,0.0
J,63,0.0
J,64,0.0
J,65,0.0
J,66,0.0
J,67,0.0
J,68,0.0
J,69,0.0
J,70,0.0
J,71,0.0
J,72,0.0
J,73,0.0
J,74,0.0
J,75,0.0
J,76,0.0
J,77,0.0
J,78,0.0
J,79,0.0
J,80,0.0
J,81,0.0
J,82,0.0
J,83,0.0
J,84,0.0
J,85,0.0
J,86,0.0
J,87,0.0
J,88,0.0
J,89,0.0
J,90,0.0
J,91,0.0
J,92,0.0
J,93,0.0
J,94,0.0
J,95,0.0
J,96,0.0
J,97,0.0
J,98,0.0
J,99,0.0
J,100,0.0
K,1,0.0
K,2,0.0
K,3,0.0
K,4,0.0
K,5,0.0
K,6,0.0
K,7,0.0
K,8,0.0
K,9,0.0
K,10,0.0
K,11,0.0
K,12,0.0
K,13,0.0
K,14,0.0
K,15,0.0
K,16,0.0
K,17,0.0
K,18,0.0
K,19,0.0
K,20,0.0
K,21,0.0
K,22,0.0
K,23,0.0
K,24,0.0
K,25,0.0
K,26,0.0
K,27,0.0
K,28,0.0
K,29,0.0
K,30,0.0
K,31,0.0
K,32,0.0
K,33,0.0
K,34,0.0
K,35,0.0
K,36,0.0
K,37,0.0
K,38,0.0
K,39,0.0
K,40,0.0
K,41,0.0
K,42,0.0
K,43,0.0
K,44,0.0
K,45,0.0
K,46,0.0
K,47,0.0
K,48,0.0
K,49,0.0
K,50,0.0
K,51,0.0
K,52,0.0
K,53,0.0
K,54,0.0
K,55,0.0
K,56,0.0
K,57,0.0
K,58,0.0
K,59,0.0
K,60,0.0
K,61,0.0
K,62,0.0
K,63,0.0
K,64,0.0
K,65,0.0
K,66,0.0
K,67,0.0
K,68,0.0
K,69,0.0
K,70,0.0
K,71,0.0
K,72,0.0
K,73,0.0
K,74,0.0
K,75,0.0
K,76,0.0
K,77,0.0
K,78,0.0
K,79,0.0
K,80,0.0
K,81,0.0
K,82,0.0
K,83,0.0
K,84,0.0
K,85,0.0
K,86,0.0
K,87,0.0
K,88,0.0
K,89,0.0
K,90,0.0
K,91,0.0
K,92,0.0
K,93,0.0
K,94,0.0
K,95,0.0
K,96,0.0
K,97,0.0
K,98,0.0
K,99,0.0
K,100,0.0
L,1,0.0
L,2,0.0
L,3,0.0
L,4,0.0
L,5,0.0
L,6,0.0
L,7,0.0
L,8,0.0
L,9,0.0
L,10,0.0
L,11,0.0
L,12,0.0
L,13,0.0
L,14,0.0
L,15,0.0
L,16,0.0
L,17,0.0
L,18,0.0
L,19,0.0
L,20,0.0
L,21,0.0
L,22,0.0
L,23,0.0
L,24,0.0
L,25,0.0
L,26,0.0
L,27,0.0
L,28,0.0
L,29,0.0
L,30,0.0
L,31,0.0
L,32,0.0
L,33,0.0
L,34,0.0
L,35,0.0
L,36,0.0
L,37,0.0
L,38,0.0
L,39,0.0
L,40,0.0
L,41,0.0
L,42,0.0
L,43,0.0
L,44,0.0
L,45,0.0
L,46,0.0
L,47,0.0
L,48,0.0
L,49,0.0
L,50,0.0
L,51,0.0
L,52,0.0
L,53,0.0
L,54,0.0
L,55,0.0
L,56,0.0
L,57,0.0
L,58,0.0
L,59,0.0
L,60,0.0
L,61,0.0
L,62,0.0
L,63,0.0
L,64,0.0
L,65,0.0
L,66,0.0
L,67,0.0
L,68,0.0
L,69,0.0
L,70,0.0
L,71,0.0
L,72,0.0
L,73,0.0
L,74,0.0
L,75,0.0
L,76,0.0
L,77,0.0
L,78,0.0
L,79,0.0
L,80,0.0
L,81,0.0
L,82,0.0
L,83,0.0
L,84,0.0
L,85,0.0
L,86,0.0
L,87,0.0
L,88,0.0
L,89,0.0
L,90,0.0
L,91,0.0
L,92,0.0
L,93,0.0
L,94,0.0
L,95,0.0
L,96,0.0
L,97,0.0
L,98,0.0
L,99,0.0
L,100,0.0
M,1,0.0
M,2,0.0
M,3,0.0
M,4,0.0
M,5,0.0
M,6,0.0
M,7,0.0
M,8,0.0
M,9,0.0
M,10,0.0
M,11,0.0
M,12,0.0
M,13,0.0
M,14,0.0
M,15,0.0
M,16,0.0
M,17,0.0
M,18,0.0
M,19,0.0
M,20,0.0
M,21,0.0
M,22,0.0
M,23,0.0
M,24,0.0
M,25,0.0
M,26,0.0
M,27,0.0
M,28,0.0
M,29,0.0
M,30,0.0
M,31,0.0
M,32,0.0
M,33,0.0
M,34,0.0
M,35,0.0
M,36,0.0
M,37,0.0
M,38,0.0
M,39,0.0
M,40,0.0
M,41,0.0
M,42,0.0
M,43,0.0
M,44,0.0
M,45,0.0
M,46,0.0
M,47,0.0
M,48,0.0
M,49,0.0
M,50,0.0
M,51,0.0
M,52,0.0
M,53,0.0
M,54,0.0
M,55,0.0
M,56,0.0
M,57,0.0
M,58,0.0
M,59,0.0
M,60,0.0
M,61,0.0
M,62,0.0
M,63,0.0
M,64,0.0
M,65,0.0
M,66,0.0
M,67,0.0
M,68,0.0
M,69,0.0
M,70,0.0
M,71,0.0
M,72,0.0
M,73,0.0
M,74,0.0
M,75,0.0
M,76,0.0
M,77,0.0
M,78,0.0
M,79,0.0
M,80,0.0
M,81,0.0
M,82,0.0
M,83,0.0
M,84,0.0
M,85,0.0
M,86,0.0
M,87,0.0
M,88,0.0
M,89,0.0
M,90,0.0
M,91,0.0
M,92,0.0
M,93,0.0
M,94,0.0
M,95,0.0
M,96,0.0
M,97,0.0
M,98,0.0
M,99,0.0
M,100,0.0
N,1,-1.909859317102744
N,2,-0.9549296585513722
N,3,-0.6366197723675814
N,4,-0.4774648292756861
N,5,-0.3819718634205488
N,6,-0.3183098861837907
N,7,-0.27283704530039204
N,8,-0.23873241463784306
N,9,-0.2122065907891938
N,10,-0.19098593171027445
N,11,-0.17362357428206765
N,12,-0.15915494309189535
N,13,-0.14691225516174958
N,14,-0.13641852265019602
N,15,-0.12732395447351627
N,16,-0.11936620731892153
N,17,-0.11234466571192611
N,18,-0.1061032953945969
N,19,-0.10051891142646019
N,20,-0.09549296585513722
N,21,-0.09094568176679732
N,22,-0.08681178714103385
N,23,-0.08303736161316276
N,24,-0.07957747154594767
N,25,-0.07639437268410976
N,26,-0.07345612758087476
N,27,-0.0707355302630646
N,28,-0.06820926132509801
N,29,-0.0658572178311291
N,30,-0.06366197723675816
N,31,-0.06160836506783045
N,32,-0.059683103659460765
N,33,-0.05787452476068922
N,34,-0.056172332855963056
N,35,-0.0545674090600784
N,36,-0.05305164769729845
N,37,-0.051617819381155255
N,38,-0.05025945571323012
N,39,-0.048970751720583176
N,40,-0.04774648292756861
N,41,-0.046581934563481565
N,42,-0.045472840883398674
N,43,-0.04441533295587777
N,44,-0.043405893570516926
N,45,-0.042441318157838755
N,46,-0.04151868080658141
N,47,-0.04063530461920733
N,48,-0.039788735772973836
N,49,-0.038976720757198866
N,50,-0.03819718634205489
N,51,-0.03744822190397538
N,52,-0.03672806379043738
N,53,-0.036035081454768754
N,54,-0.0353677651315323
N,55,-0.03472471485641351
N,56,-0.034104630662549006
N,57,-0.033506303808820075
N,58,-0.03292860891556455
N,59,-0.032370496900046515
N,60,-0.03183098861837908
N,61,-0.03130916913283186
N,62,-0.03080418253391523
N,63,-0.030315227255599108
N,64,-0.029841551829730383
N,65,-0.029382451032349908
N,66,-0.028937262380344615
N,67,-0.028505362941832
N,68,-0.028086166427981528
N,69,-0.027679120537720932
N,70,-0.027283704530039213
N,71,-0.026899427001447103
N,72,-0.026525823848649224
N,73,-0.026162456398667724
N,74,-0.02580890969057762
N,75,-0.025464790894703253
N,76,-0.02512972785661506
N,77,-0.024803367754581095
N,78,-0.024485375860291595
N,79,-0.024175434393705623
N,80,-0.023873241463784306
N,81,-0.023578510087688197
N,82,-0.02329096728174079
N,83,-0.023010353218105344
N,84,-0.022736420441699337
N,85,-0.022468933142385232
N,86,-0.022207666477938884
N,87,-0.021952405943709702
N,88,-0.021702946785258463
N,89,-0.021459093450592635
N,90,-0.021220659078919384
N,91,-0.02098746502310708
N,92,-0.020759340403290704
N,93,-0.020536121689276814
N,94,-0.020317652309603657
N,95,-0.020103782285292044
N,96,-0.019894367886486918
N,97,-0.01968927131033757
N,98,-0.019488360378599433
N,99,-0.019291508253563076
N,100,-0.019098593171027446
O,1,-2.2402776926415777
O,2,1.5149990817117667
O,3,-1.2732395447351625
O,4,1.0536447173991168
O,5,-0.8271213645036545
O,6,0.6366197723675813
O,7,-0.5134406019974389
O,8,0.45278606456375003
O,9,-0.4244131815783874
O,10,0.39776627283618826
O,11,-0.36030037948615135
O,12,0.31830988618379064
O,13,-0.2844787059355469
O,14,0.2647786731495557
O,15,-0.2546479089470327
O,16,0.24490210581582708
O,17,-0.23015452499327752
O,18,0.21220659078919377
O,19,-0.19666264018930862
O,20,0.1870373293563648
O,21,-0.18189136353359467
O,22,0.1768868820125718
O,23,-0.1690604338909077
